id,Date,Product,Category,Region,Units_Sold,Revenue,Cost,Logistics_Cost,Overhead_Cost,Total_Cost,Net_Profit,Loss,Profit_Status,Loss_Percentage,Loss_Reason,Customer_Age,Gender,Season,Festival,Trend
18771,2025-07-19,Laptop,Accessories,South,21,99687,139366,18162,14526,172054,0,72367,Loss,42.06,Low Sales,40,Male,Winter,Diwali,Stable
18772,2025-03-28,Headphones,Electronics,West,39,81393,43740,12042,12281,68063,13330,0,Profit,0,None,50,Male,Spring,None,High Demand
18773,2025-02-06,Sweets,Food,North,40,62680,18247,14509,6012,38768,23912,0,Profit,0,None,29,Female,Spring,Diwali,Low Demand
18774,2025-04-28,Refrigerator,Electronics,West,200,704600,720760,14833,6122,741715,0,37115,Loss,5.0,Low Sales,41,Female,Spring,Valentine,Seasonal Spike
18775,2025-04-09,Smartphone,Food,North,190,525350,506807,11423,5629,523859,1491,0,Profit,0,None,36,Male,Spring,Holi,Trending
18776,2025-05-15,Fan,Electronics,East,99,326898,344841,6167,8601,359609,0,32711,Loss,9.1,High Logistics,42,Female,Monsoon,Holi,Seasonal Spike
18777,2025-04-15,Smartphone,Accessories,North,84,180432,168450,14802,12011,195263,0,14831,Loss,7.6,High Logistics,30,Female,Winter,Holi,Low Demand
18778,2025-07-04,Refrigerator,Accessories,East,80,323440,352441,13122,12866,378429,0,54989,Loss,14.53,Low Sales,31,Female,Winter,None,Low Demand
18779,2025-05-02,Watch,Gift,North,106,197054,159381,17689,11361,188431,8623,0,Profit,0,None,42,Male,Winter,Valentine,Seasonal Spike
18780,2025-03-20,Mobile,Food,West,89,200517,223773,14466,10316,248555,0,48038,Loss,19.33,Off Season,20,Female,Monsoon,Holi,High Demand
18781,2025-05-25,Umbrella,Gift,North,156,513708,481906,19761,7152,508819,4889,0,Profit,0,None,45,Female,Monsoon,Diwali,High Demand
18782,2025-02-10,Smartphone,Fashion,East,171,191178,237721,13319,10256,261296,0,70118,Loss,26.83,High Cost,24,Female,Spring,None,Stable
18783,2025-04-29,Saree,Electronics,West,115,319930,360677,11643,7135,379455,0,59525,Loss,15.69,High Logistics,35,Female,Monsoon,Ugadi,High Demand
18784,2025-05-18,Backpack,Gift,West,193,753472,714417,13529,13856,741802,11670,0,Profit,0,None,20,Female,Summer,Holi,Low Demand
18785,2025-03-21,Jeans,Fashion,East,21,72156,49372,16588,5372,71332,824,0,Profit,0,None,27,Male,Spring,Ugadi,Stable
18786,2025-03-29,Shoes,Electronics,South,23,82915,110317,12550,13198,136065,0,53150,Loss,39.06,High Cost,33,Female,Spring,Diwali,Trending
18787,2025-07-01,Smartphone,Electronics,East,125,372000,389789,15386,5140,410315,0,38315,Loss,9.34,Off Season,43,Female,Summer,Diwali,Seasonal Spike
18788,2025-07-15,TV,Food,West,37,124431,167693,9872,12102,189667,0,65236,Loss,34.4,High Logistics,31,Male,Spring,None,Stable
18789,2025-04-15,Fan,Gift,West,130,328120,369031,15211,14312,398554,0,70434,Loss,17.67,High Cost,43,Male,Monsoon,Diwali,Low Demand
18790,2025-03-31,Gift Hampers,Accessories,West,154,286132,302681,18029,7839,328549,0,42417,Loss,12.91,Off Season,29,Female,Summer,Diwali,Stable
18791,2025-05-29,Fan,Fashion,West,138,644046,623563,11085,9609,644257,0,211,Loss,0.03,High Logistics,21,Female,Monsoon,Valentine,High Demand
18792,2025-04-01,Gift Hampers,Accessories,West,160,550240,501755,7106,6777,515638,34602,0,Profit,0,None,28,Male,Summer,Ugadi,High Demand
18793,2025-05-15,T-Shirt,Gift,North,115,467935,469538,7988,5496,483022,0,15087,Loss,3.12,High Cost,50,Male,Summer,Valentine,Trending
18794,2025-06-12,Refrigerator,Accessories,West,149,579610,629484,10436,9634,649554,0,69944,Loss,10.77,Off Season,48,Female,Monsoon,Valentine,Low Demand
18795,2025-05-29,Saree,Gift,North,54,181764,228978,10270,14022,253270,0,71506,Loss,28.23,High Cost,37,Male,Winter,Diwali,Stable
18796,2025-03-21,Jeans,Electronics,West,193,317099,344878,15835,5536,366249,0,49150,Loss,13.42,Low Sales,34,Male,Summer,Holi,Low Demand
18797,2025-02-26,Gift Hampers,Food,East,192,681024,723570,12237,10950,746757,0,65733,Loss,8.8,High Cost,25,Female,Summer,None,Stable
18798,2025-04-21,Saree,Fashion,East,132,658812,622915,10912,11290,645117,13695,0,Profit,0,None,31,Female,Monsoon,Diwali,Seasonal Spike
18799,2025-07-12,Cooler,Electronics,North,29,133371,92615,16012,12300,120927,12444,0,Profit,0,None,21,Female,Spring,None,High Demand
18800,2025-07-10,Fan,Accessories,South,196,372596,332227,7249,12227,351703,20893,0,Profit,0,None,24,Male,Monsoon,Diwali,Seasonal Spike
18801,2025-03-23,Laptop,Accessories,South,165,415800,409112,6622,10524,426258,0,10458,Loss,2.45,High Logistics,48,Male,Monsoon,Holi,Low Demand
18802,2025-04-11,Headphones,Gift,North,27,134946,85488,14500,7538,107526,27420,0,Profit,0,None,32,Male,Spring,Ugadi,Trending
18803,2025-01-11,Refrigerator,Food,West,55,207350,202187,11082,11115,224384,0,17034,Loss,7.59,Off Season,50,Female,Summer,Ugadi,Low Demand
18804,2025-01-15,Umbrella,Gift,South,87,109620,86306,19954,13798,120058,0,10438,Loss,8.69,Low Sales,34,Male,Winter,None,Trending
18805,2025-02-15,Smartphone,Gift,West,114,202806,201627,12489,5520,219636,0,16830,Loss,7.66,High Logistics,32,Male,Summer,None,Stable
18806,2025-05-28,Fan,Fashion,North,180,331200,314929,11191,5285,331405,0,205,Loss,0.06,Off Season,46,Female,Monsoon,Ugadi,High Demand
18807,2025-05-26,Smartphone,Accessories,North,196,528220,558462,6585,7035,572082,0,43862,Loss,7.67,Low Sales,36,Female,Winter,Ugadi,Stable
18808,2025-03-29,Jeans,Electronics,North,104,135096,96470,10494,7748,114712,20384,0,Profit,0,None,39,Female,Summer,Ugadi,Seasonal Spike
18809,2025-04-01,Jeans,Food,North,35,169435,146932,8811,12012,167755,1680,0,Profit,0,None,30,Female,Summer,Ugadi,Low Demand
18810,2025-02-16,Gift Hampers,Gift,North,80,238880,247505,13197,14104,274806,0,35926,Loss,13.07,Low Sales,37,Female,Summer,None,High Demand
18811,2025-02-20,Backpack,Accessories,West,122,235094,235410,18127,10087,263624,0,28530,Loss,10.82,Off Season,23,Female,Spring,Valentine,Trending
18812,2025-06-05,Raincoat,Gift,South,165,277200,261175,18481,7243,286899,0,9699,Loss,3.38,High Logistics,37,Female,Monsoon,None,Low Demand
18813,2025-02-07,Mobile,Accessories,East,172,450984,493798,18816,8192,520806,0,69822,Loss,13.41,Low Sales,37,Male,Summer,None,Seasonal Spike
18814,2025-02-18,TV,Food,South,125,351875,315428,10664,7174,333266,18609,0,Profit,0,None,34,Male,Monsoon,Diwali,Low Demand
18815,2025-05-28,Umbrella,Accessories,North,32,97184,128962,10206,10752,149920,0,52736,Loss,35.18,Low Sales,25,Female,Spring,Ugadi,Seasonal Spike
18816,2025-06-09,Umbrella,Electronics,East,176,195536,215219,8966,12264,236449,0,40913,Loss,17.3,High Logistics,45,Male,Monsoon,Diwali,Low Demand
18817,2025-07-04,Cooler,Electronics,East,178,599326,623982,7418,6158,637558,0,38232,Loss,6.0,Low Sales,47,Male,Summer,Valentine,Low Demand
18818,2025-03-28,TV,Accessories,West,149,207557,181249,17947,8223,207419,138,0,Profit,0,None,48,Female,Winter,Diwali,Low Demand
18819,2025-04-26,Sweets,Electronics,West,112,437024,456057,13944,13142,483143,0,46119,Loss,9.55,Off Season,30,Female,Monsoon,Diwali,Stable
18820,2025-07-10,Smartphone,Accessories,East,62,70308,98123,19590,9683,127396,0,57088,Loss,44.81,High Logistics,48,Female,Winter,Valentine,High Demand
18821,2025-01-29,Fan,Electronics,South,127,279908,278791,11923,6465,297179,0,17271,Loss,5.81,Off Season,49,Male,Summer,Ugadi,Low Demand
18822,2025-06-08,Gift Hampers,Fashion,North,191,796088,780948,5918,5474,792340,3748,0,Profit,0,None,38,Female,Monsoon,Valentine,High Demand
18823,2025-07-14,Watch,Accessories,North,171,367137,341269,9041,13701,364011,3126,0,Profit,0,None,34,Male,Summer,Holi,Trending
18824,2025-04-20,Gift Hampers,Electronics,West,184,260544,219902,17072,6870,243844,16700,0,Profit,0,None,40,Male,Monsoon,Diwali,Trending
18825,2025-06-06,AC,Accessories,North,157,633181,642603,15890,13644,672137,0,38956,Loss,5.8,High Cost,41,Female,Summer,Diwali,Trending
18826,2025-02-22,Raincoat,Gift,West,196,386708,370643,7973,8048,386664,44,0,Profit,0,None,50,Female,Spring,Ugadi,Seasonal Spike
18827,2025-03-31,Cooler,Electronics,South,148,713064,723015,18415,11362,752792,0,39728,Loss,5.28,Low Sales,43,Female,Monsoon,Valentine,Low Demand
18828,2025-04-30,Fan,Gift,South,64,311104,271874,6010,9138,287022,24082,0,Profit,0,None,20,Male,Winter,None,Low Demand
18829,2025-06-14,Watch,Food,North,158,769460,818822,11143,12765,842730,0,73270,Loss,8.69,High Cost,42,Female,Spring,Valentine,Stable
18830,2025-05-03,Jeans,Gift,North,32,93728,86647,11971,11656,110274,0,16546,Loss,15.0,High Cost,39,Male,Spring,None,High Demand
18831,2025-01-22,Smartphone,Fashion,North,88,130064,151465,6728,13953,172146,0,42082,Loss,24.45,High Logistics,44,Female,Monsoon,Ugadi,High Demand
18832,2025-06-25,T-Shirt,Gift,East,27,113724,126179,5053,12367,143599,0,29875,Loss,20.8,Off Season,40,Male,Monsoon,Ugadi,Stable
18833,2025-06-12,Backpack,Accessories,West,145,223880,207143,15884,11218,234245,0,10365,Loss,4.42,High Cost,48,Male,Winter,Diwali,Stable
18834,2025-07-14,Saree,Gift,East,124,219728,246412,10848,14231,271491,0,51763,Loss,19.07,High Cost,33,Male,Monsoon,Holi,Low Demand
18835,2025-05-21,Refrigerator,Electronics,East,151,373121,390716,8900,10670,410286,0,37165,Loss,9.06,High Cost,28,Male,Winter,Diwali,Low Demand
18836,2025-06-10,Fan,Fashion,East,62,308884,300617,8994,9025,318636,0,9752,Loss,3.06,High Logistics,32,Male,Winter,Ugadi,Seasonal Spike
18837,2025-03-23,Jeans,Food,East,144,525744,485202,8722,12309,506233,19511,0,Profit,0,None,38,Female,Winter,Diwali,Stable
18838,2025-07-19,Gift Hampers,Fashion,North,37,107633,96786,15165,6442,118393,0,10760,Loss,9.09,Low Sales,41,Male,Monsoon,Holi,Trending
18839,2025-02-01,Umbrella,Food,East,144,559440,592584,13044,13382,619010,0,59570,Loss,9.62,High Logistics,32,Male,Monsoon,Valentine,Low Demand
18840,2025-06-03,Umbrella,Gift,North,50,192050,198708,15642,7320,221670,0,29620,Loss,13.36,High Logistics,25,Female,Monsoon,Valentine,Low Demand
18841,2025-03-31,Cooler,Food,East,181,619382,588711,5023,11747,605481,13901,0,Profit,0,None,50,Female,Monsoon,Diwali,Seasonal Spike
18842,2025-06-02,Smartphone,Accessories,West,183,215208,194209,15465,12606,222280,0,7072,Loss,3.18,Off Season,24,Male,Winter,Ugadi,High Demand
18843,2025-04-15,Smartphone,Gift,North,21,86478,84038,14611,9807,108456,0,21978,Loss,20.26,High Logistics,49,Female,Spring,None,Stable
18844,2025-03-21,Umbrella,Accessories,West,111,326895,373380,8629,6732,388741,0,61846,Loss,15.91,Low Sales,30,Female,Monsoon,Diwali,Trending
18845,2025-03-27,Shoes,Fashion,West,200,659000,706508,6290,13437,726235,0,67235,Loss,9.26,Low Sales,48,Male,Summer,None,Stable
18846,2025-02-17,Mobile,Electronics,East,106,278780,327518,14139,9467,351124,0,72344,Loss,20.6,Low Sales,47,Female,Monsoon,Holi,Seasonal Spike
18847,2025-01-07,Sweets,Gift,North,144,538848,524988,7729,6212,538929,0,81,Loss,0.02,Off Season,43,Male,Monsoon,None,High Demand
18848,2025-02-19,Shoes,Gift,South,117,255645,279112,18816,13536,311464,0,55819,Loss,17.92,High Logistics,25,Female,Monsoon,Ugadi,High Demand
18849,2025-05-22,Mobile,Gift,East,74,323528,279349,10839,14597,304785,18743,0,Profit,0,None,36,Male,Winter,Valentine,Trending
18850,2025-04-23,Sweets,Food,East,170,538220,566853,11568,11737,590158,0,51938,Loss,8.8,Low Sales,49,Male,Summer,Holi,Trending
18851,2025-06-20,AC,Accessories,East,50,184250,141895,9871,10589,162355,21895,0,Profit,0,None,29,Female,Winter,Valentine,High Demand
18852,2025-02-28,Mobile,Electronics,East,46,149224,142937,17723,14644,175304,0,26080,Loss,14.88,High Logistics,29,Male,Spring,Ugadi,Seasonal Spike
18853,2025-05-13,Saree,Gift,East,194,724590,677806,16489,10984,705279,19311,0,Profit,0,None,35,Female,Winter,Ugadi,Low Demand
18854,2025-05-12,Refrigerator,Food,West,138,157458,204921,18666,13070,236657,0,79199,Loss,33.47,High Logistics,26,Male,Spring,Ugadi,Stable
18855,2025-03-22,Mobile,Fashion,North,122,260470,227023,14432,9870,251325,9145,0,Profit,0,None,39,Male,Spring,Diwali,Trending
18856,2025-01-12,Shoes,Gift,South,126,569520,613504,7916,8920,630340,0,60820,Loss,9.65,High Logistics,38,Male,Monsoon,Diwali,Stable
18857,2025-04-02,Gift Hampers,Gift,West,47,126195,107122,12447,6501,126070,125,0,Profit,0,None,50,Female,Summer,None,High Demand
18858,2025-03-10,T-Shirt,Food,North,69,282831,252613,19504,5783,277900,4931,0,Profit,0,None,42,Male,Monsoon,Diwali,High Demand
18859,2025-05-18,Headphones,Fashion,South,150,350100,339307,6059,10511,355877,0,5777,Loss,1.62,High Cost,18,Female,Spring,None,Low Demand
18860,2025-06-15,Watch,Fashion,West,54,256878,282437,14015,9326,305778,0,48900,Loss,15.99,Off Season,42,Female,Winter,Holi,Trending
18861,2025-06-24,Umbrella,Gift,East,131,333002,355598,10573,8446,374617,0,41615,Loss,11.11,Low Sales,19,Male,Spring,None,Seasonal Spike
18862,2025-03-02,T-Shirt,Accessories,North,106,404920,443580,19078,11671,474329,0,69409,Loss,14.63,Off Season,49,Female,Monsoon,Ugadi,Trending
18863,2025-04-16,Laptop,Fashion,East,187,308550,265749,17747,10069,293565,14985,0,Profit,0,None,27,Female,Monsoon,Ugadi,High Demand
18864,2025-05-13,Backpack,Fashion,East,70,281960,295259,17996,7306,320561,0,38601,Loss,12.04,Low Sales,19,Female,Spring,Holi,Low Demand
18865,2025-03-23,Smartphone,Gift,North,74,320346,341391,15582,7272,364245,0,43899,Loss,12.05,High Logistics,22,Female,Summer,Holi,Low Demand
18866,2025-04-25,Headphones,Food,North,134,194032,191308,17136,12163,220607,0,26575,Loss,12.05,Low Sales,35,Female,Spring,Ugadi,Seasonal Spike
18867,2025-03-21,Watch,Accessories,East,123,163344,155743,15893,14910,186546,0,23202,Loss,12.44,Off Season,49,Female,Monsoon,Diwali,Trending
18868,2025-06-22,Jeans,Fashion,West,28,49504,63177,18877,5606,87660,0,38156,Loss,43.53,Low Sales,23,Female,Winter,Valentine,Trending
18869,2025-02-17,Jeans,Gift,West,124,233492,220921,11020,10195,242136,0,8644,Loss,3.57,Off Season,33,Male,Monsoon,Ugadi,Stable
18870,2025-05-04,Watch,Food,East,87,96570,52211,11773,5326,69310,27260,0,Profit,0,None,45,Male,Spring,Diwali,Stable
18871,2025-04-10,Fan,Electronics,East,38,162754,164589,19820,9847,194256,0,31502,Loss,16.22,High Logistics,38,Female,Spring,Diwali,High Demand
18872,2025-01-18,Sweets,Gift,South,160,762240,766062,8753,6202,781017,0,18777,Loss,2.4,High Cost,37,Male,Winter,None,High Demand
18873,2025-07-06,Jeans,Accessories,West,41,126690,92948,19854,11411,124213,2477,0,Profit,0,None,33,Male,Spring,None,Stable
18874,2025-01-09,Backpack,Accessories,East,175,429100,469953,11527,6038,487518,0,58418,Loss,11.98,Off Season,46,Female,Winter,Ugadi,Stable
18875,2025-03-21,Gift Hampers,Fashion,East,178,357424,381527,16685,6017,404229,0,46805,Loss,11.58,Off Season,37,Male,Monsoon,None,High Demand
18876,2025-02-16,Refrigerator,Electronics,West,176,628672,655842,15350,9958,681150,0,52478,Loss,7.7,Off Season,35,Female,Spring,Ugadi,Low Demand
18877,2025-05-03,Umbrella,Food,West,185,609945,642482,19985,10082,672549,0,62604,Loss,9.31,High Logistics,25,Male,Winter,Diwali,Low Demand
18878,2025-04-09,Headphones,Electronics,East,85,104975,72610,10484,14064,97158,7817,0,Profit,0,None,41,Female,Summer,Diwali,High Demand
18879,2025-01-19,Raincoat,Fashion,South,114,116052,120923,5832,5744,132499,0,16447,Loss,12.41,High Cost,42,Male,Winter,Valentine,High Demand
18880,2025-03-26,Shoes,Electronics,North,36,166284,139357,5174,11360,155891,10393,0,Profit,0,None,40,Male,Winter,Diwali,High Demand
18881,2025-07-14,Mobile,Food,North,41,73759,30665,7286,6412,44363,29396,0,Profit,0,None,32,Female,Summer,None,High Demand
18882,2025-04-07,Saree,Accessories,East,169,649298,692740,9910,5447,708097,0,58799,Loss,8.3,High Logistics,43,Male,Monsoon,Valentine,Trending
18883,2025-02-15,Headphones,Gift,North,80,100720,108176,15547,12984,136707,0,35987,Loss,26.32,Off Season,50,Male,Winter,None,Trending
18884,2025-06-06,Watch,Electronics,South,75,234750,206614,16875,9692,233181,1569,0,Profit,0,None,44,Female,Winter,None,Stable
18885,2025-01-11,T-Shirt,Fashion,East,46,86894,86644,17806,11836,116286,0,29392,Loss,25.28,Off Season,40,Male,Monsoon,None,Trending
18886,2025-02-20,Refrigerator,Fashion,West,151,487126,503823,19302,6210,529335,0,42209,Loss,7.97,Low Sales,19,Male,Summer,Valentine,Trending
18887,2025-03-13,Shoes,Food,North,61,86010,48249,5707,9523,63479,22531,0,Profit,0,None,30,Female,Spring,Diwali,Trending
18888,2025-06-12,Headphones,Food,East,45,84150,51057,18344,13869,83270,880,0,Profit,0,None,47,Female,Winter,Ugadi,High Demand
18889,2025-03-14,AC,Accessories,South,132,611160,565323,13222,7351,585896,25264,0,Profit,0,None,41,Female,Spring,Ugadi,High Demand
18890,2025-01-21,Jeans,Electronics,East,180,258660,278093,7319,13515,298927,0,40267,Loss,13.47,Off Season,21,Male,Spring,Holi,High Demand
18891,2025-01-15,Raincoat,Accessories,South,164,323736,328681,13294,10957,352932,0,29196,Loss,8.27,Off Season,32,Female,Monsoon,None,Stable
18892,2025-06-15,T-Shirt,Electronics,South,182,805896,763786,13318,7070,784174,21722,0,Profit,0,None,28,Female,Summer,None,Low Demand
18893,2025-07-16,Cooler,Gift,North,69,200445,183810,10662,7632,202104,0,1659,Loss,0.82,High Cost,44,Male,Summer,Ugadi,Stable
18894,2025-02-26,Mobile,Fashion,West,124,570028,592294,11872,7538,611704,0,41676,Loss,6.81,High Cost,39,Male,Winter,None,Low Demand
18895,2025-05-01,Saree,Gift,East,33,148005,101867,7358,5249,114474,33531,0,Profit,0,None,30,Male,Winter,Ugadi,Stable
18896,2025-02-22,Shoes,Accessories,South,158,782890,740130,12115,13126,765371,17519,0,Profit,0,None,37,Male,Winter,Ugadi,Seasonal Spike
18897,2025-06-01,Shoes,Food,South,38,45752,83983,10773,14971,109727,0,63975,Loss,58.3,High Cost,27,Male,Summer,Valentine,Seasonal Spike
18898,2025-03-16,Backpack,Fashion,East,107,405851,387361,8556,13587,409504,0,3653,Loss,0.89,High Cost,27,Female,Monsoon,Holi,Stable
18899,2025-05-08,Jeans,Gift,West,55,263230,261529,19579,11891,292999,0,29769,Loss,10.16,High Logistics,22,Female,Monsoon,Ugadi,Stable
18900,2025-02-28,Headphones,Gift,North,61,232898,251756,16506,7634,275896,0,42998,Loss,15.58,High Cost,48,Female,Spring,Ugadi,Stable
18901,2025-06-10,Headphones,Gift,West,33,100650,105714,19151,7732,132597,0,31947,Loss,24.09,Low Sales,24,Female,Summer,Ugadi,Seasonal Spike
18902,2025-02-24,Fan,Electronics,West,49,58310,80174,19994,11030,111198,0,52888,Loss,47.56,Low Sales,18,Male,Spring,Holi,Seasonal Spike
18903,2025-01-26,Backpack,Accessories,North,39,162396,195552,16106,5121,216779,0,54383,Loss,25.09,High Cost,48,Male,Winter,None,Stable
18904,2025-05-21,TV,Food,West,165,301785,292561,7087,8880,308528,0,6743,Loss,2.19,Off Season,42,Female,Spring,Holi,Stable
18905,2025-07-01,Saree,Gift,East,90,316170,314755,17302,8103,340160,0,23990,Loss,7.05,Low Sales,20,Female,Monsoon,Valentine,Low Demand
18906,2025-01-07,Headphones,Food,North,130,189410,180307,14061,7684,202052,0,12642,Loss,6.26,High Cost,28,Male,Spring,Holi,Low Demand
18907,2025-04-15,Mobile,Accessories,East,191,551799,553460,7361,7174,567995,0,16196,Loss,2.85,High Cost,27,Female,Spring,Valentine,Low Demand
18908,2025-03-07,Shoes,Electronics,West,151,272102,236373,11754,13785,261912,10190,0,Profit,0,None,22,Male,Spring,Valentine,Seasonal Spike
18909,2025-05-13,T-Shirt,Food,South,87,319116,304972,17290,10654,332916,0,13800,Loss,4.15,High Logistics,45,Male,Spring,Holi,Trending
18910,2025-04-01,Laptop,Accessories,East,40,134720,153667,16333,6124,176124,0,41404,Loss,23.51,Low Sales,50,Male,Monsoon,Holi,High Demand
18911,2025-02-26,Mobile,Gift,North,128,130176,127695,5143,12165,145003,0,14827,Loss,10.23,High Logistics,31,Male,Winter,Diwali,Seasonal Spike
18912,2025-04-26,Shoes,Fashion,South,130,151710,198682,17291,7836,223809,0,72099,Loss,32.21,High Logistics,35,Female,Monsoon,Holi,Seasonal Spike
18913,2025-02-02,AC,Gift,East,148,603248,651827,6471,9553,667851,0,64603,Loss,9.67,Off Season,40,Female,Monsoon,Ugadi,Trending
18914,2025-05-04,Cooler,Gift,West,156,621504,624484,9979,10520,644983,0,23479,Loss,3.64,Off Season,30,Female,Spring,Ugadi,Seasonal Spike
18915,2025-07-17,Cooler,Fashion,North,144,224064,231680,14809,7281,253770,0,29706,Loss,11.71,High Cost,43,Female,Monsoon,Diwali,Trending
18916,2025-03-18,Backpack,Accessories,West,122,462990,421389,11634,8077,441100,21890,0,Profit,0,None,22,Female,Monsoon,Holi,Low Demand
18917,2025-04-24,T-Shirt,Electronics,East,167,319805,365077,16453,8093,389623,0,69818,Loss,17.92,Low Sales,21,Male,Spring,Ugadi,Stable
